id,comment,label,clean_comment
7615,This is a warning. omg,Threat,warning omg
7616,Worst thing ever. friend,Hate,worst thing ever friend
7617,Good effort but needs improvement. asap,Constructive Criticism,good effort need improvement asap
7618,I can relate to this. tbh,Emotional,relate tbh
7619,You have no talent. now,Hate,talent
7620,This looks stunning! haha,Praise,look stunning haha
7621,I’ll get your page banned. 😭,Threat,ill get page banned
7622,What tool did you use? dude,Question/Suggestion,tool use dude
7623,Check my page for giveaways! please,Spam,check page giveaway please
7624,DM for promotions..,Spam,dm promotion
7625,This looks stunning!,Praise,look stunning
7626,This made me emotional. please,Emotional,made emotional please
7627,I’ll get your page banned. 😭,Threat,ill get page banned
7628,I’ll get your page banned. ❤️,Threat,ill get page banned
7629,Fantastic quality! dude,Praise,fantastic quality dude
7630,I’ll get your page banned. lol,Threat,ill get page banned lol
7631,I’ll take action. omg,Threat,ill take action omg
7632,Proud of your progress! omg,Support,proud progress omg
7633,Nice idea but pacing feels slow. omg,Constructive Criticism,nice idea pacing feel slow omg
7634,We believe in you! 😭,Support,believe
7635,Click here for prizes!!!,Spam,click prize
7636,Proud of your progress! 😭,Support,proud progress
7637,Join my group now! ❤️,Spam,join group
7638,I can relate to this. haha,Emotional,relate haha
7639,Great animation! bro,Praise,great animation bro
7640,Stop or face consequences. asap,Threat,stop face consequence asap
7641,We believe in you!!!,Support,believe
7642,Visuals are nice but transitions feel off. tbh,Constructive Criticism,visuals nice transition feel tbh
7643,Stop or face consequences. lol,Threat,stop face consequence lol
7644,Nice idea but pacing feels slow. tbh,Constructive Criticism,nice idea pacing feel slow tbh
7645,Keep going! tbh,Support,keep going tbh
7646,Can you try a darker theme? dude,Question/Suggestion,try darker theme dude
7647,Awful content. 😂,Hate,awful content
7648,Worst thing ever..,Hate,worst thing ever
7649,This is a warning. 😂,Threat,warning
7650,I can relate to this. ❤️,Emotional,relate
7651,Can you make more like this? 😭,Question/Suggestion,make like
7652,This is terrible. dude,Hate,terrible dude
7653,Will there be a part 2? 😭,Question/Suggestion,part
7654,This made me emotional.!!,Emotional,made emotional
7655,This is a warning. bro,Threat,warning bro
7656,This looks stunning!,Praise,look stunning
7657,Join my group now! now,Spam,join group
7658,Can you make more like this? now,Question/Suggestion,make like
7659,I’ll take action. please,Threat,ill take action please
7660,This touched my heart. lol,Emotional,touched heart lol
7661,You have no talent. ❤️,Hate,talent
7662,This is a warning. bro,Threat,warning bro
7663,Can you make more like this? now,Question/Suggestion,make like
7664,I’ll take action. friend,Threat,ill take action friend
7665,Can you upload a tutorial? dude,Question/Suggestion,upload tutorial dude
7666,Can you make more like this? haha,Question/Suggestion,make like haha
7667,You have no talent. 😂,Hate,talent
7668,Can you try a darker theme? asap,Question/Suggestion,try darker theme asap
7669,I will report this. please,Threat,report please
7670,Stop or face consequences. bro,Threat,stop face consequence bro
7671,Keep going! asap,Support,keep going asap
7672,You’ve got this! asap,Support,youve got asap
7673,I’ll get your page banned. ❤️,Threat,ill get page banned
7674,This is terrible. now,Hate,terrible
7675,The audio could be better..,Constructive Criticism,audio could better
7676,I’ll get your page banned.,Threat,ill get page banned
7677,This is terrible. 😂,Hate,terrible
7678,Visuals are nice but transitions feel off.!!,Constructive Criticism,visuals nice transition feel
7679,We believe in you! ❤️,Support,believe
7680,Good effort but needs improvement. 😂,Constructive Criticism,good effort need improvement
7681,The audio could be better. lol,Constructive Criticism,audio could better lol
7682,Fantastic quality! please,Praise,fantastic quality please
7683,Join my group now! ❤️,Spam,join group
7684,Beautiful execution! bro,Praise,beautiful execution bro
7685,Great animation! 😂,Praise,great animation
7686,Stop or face consequences. haha,Threat,stop face consequence haha
7687,You can do it! bro,Support,bro
7688,You have no talent. tbh,Hate,talent tbh
7689,Follow me for followers! haha,Spam,follow follower haha
7690,I will report this. haha,Threat,report haha
7691,Awful content..,Hate,awful content
7692,We believe in you! 😂,Support,believe
7693,What tool did you use? 😭,Question/Suggestion,tool use
7694,Proud of your progress! lol,Support,proud progress lol
7695,You can do it! ❤️,Support,
7696,This gave me chills..,Emotional,gave chill
7697,This sucks.!!,Hate,suck
7698,This sucks. now,Hate,suck
7699,This gave me chills. 😭,Emotional,gave chill
7700,What tool did you use?,Question/Suggestion,tool use
7701,This sucks. omg,Hate,suck omg
7702,Stay strong! friend,Support,stay strong friend
7703,I will report this. omg,Threat,report omg
7704,Stop or face consequences. lol,Threat,stop face consequence lol
7705,You can do it!,Support,
7706,This sucks. please,Hate,suck please
7707,This sucks. now,Hate,suck
7708,Can you upload a tutorial? 😂,Question/Suggestion,upload tutorial
7709,Keep going! now,Support,keep going
7710,This is terrible. dude,Hate,terrible dude
7711,I will report this. now,Threat,report
7712,Can you try a darker theme?,Question/Suggestion,try darker theme
7713,Can you make more like this? haha,Question/Suggestion,make like haha
7714,This is terrible. please,Hate,terrible please
7715,This gave me chills. please,Emotional,gave chill please
7716,Click here for prizes! thanks,Spam,click prize thanks
7717,You can do it! bro,Support,bro
7718,Awful content. 😭,Hate,awful content
7719,Worst thing ever.!!,Hate,worst thing ever
7720,Visuals are nice but transitions feel off. omg,Constructive Criticism,visuals nice transition feel omg
7721,Proud of your progress!.,Support,proud progress
7722,Great attempt but lacks clarity. friend,Constructive Criticism,great attempt lack clarity friend
7723,I felt nostalgic watching this. 😭,Emotional,felt nostalgic watching
7724,Stay strong! friend,Support,stay strong friend
7725,I will report this. 😂,Threat,report
7726,You’ve got this! dude,Support,youve got dude
7727,Great attempt but lacks clarity. 😂,Constructive Criticism,great attempt lack clarity
7728,This is terrible. tbh,Hate,terrible tbh
7729,Good effort but needs improvement. ❤️,Constructive Criticism,good effort need improvement
7730,Amazing work!.,Praise,amazing work
7731,Click here for prizes!,Spam,click prize
7732,Stay strong!!!,Support,stay strong
7733,Loved this! now,Praise,loved
7734,Will there be a part 2? haha,Question/Suggestion,part haha
7735,Amazing work!!!,Praise,amazing work
7736,Nice idea but pacing feels slow. tbh,Constructive Criticism,nice idea pacing feel slow tbh
7737,Can you upload a tutorial? dude,Question/Suggestion,upload tutorial dude
7738,What tool did you use?.,Question/Suggestion,tool use
7739,Check my page for giveaways! tbh,Spam,check page giveaway tbh
7740,Will there be a part 2? lol,Question/Suggestion,part lol
7741,This is terrible.,Hate,terrible
7742,This made me emotional. friend,Emotional,made emotional friend
7743,I felt nostalgic watching this.,Emotional,felt nostalgic watching
7744,Can you try a darker theme?,Question/Suggestion,try darker theme
7745,Click here for prizes! asap,Spam,click prize asap
7746,I felt nostalgic watching this. 😂,Emotional,felt nostalgic watching
7747,This is terrible. asap,Hate,terrible asap
7748,Beautiful execution! haha,Praise,beautiful execution haha
7749,You can do it! tbh,Support,tbh
7750,Great attempt but lacks clarity. bro,Constructive Criticism,great attempt lack clarity bro
7751,Fantastic quality! friend,Praise,fantastic quality friend
7752,This touched my heart. omg,Emotional,touched heart omg
7753,This made me emotional..,Emotional,made emotional
7754,I can relate to this. omg,Emotional,relate omg
7755,We believe in you! omg,Support,believe omg
7756,You’ve got this! now,Support,youve got
7757,Keep going!.,Support,keep going
7758,Fantastic quality! now,Praise,fantastic quality
7759,Worst thing ever..,Hate,worst thing ever
7760,Join my group now! 😂,Spam,join group
7761,This sucks. omg,Hate,suck omg
7762,Stay strong! lol,Support,stay strong lol
7763,Nice idea but pacing feels slow. 😭,Constructive Criticism,nice idea pacing feel slow
7764,Worst thing ever. 😂,Hate,worst thing ever
7765,Great animation! omg,Praise,great animation omg
7766,DM for promotions. dude,Spam,dm promotion dude
7767,Beautiful execution! omg,Praise,beautiful execution omg
7768,Awful content..,Hate,awful content
7769,Great attempt but lacks clarity..,Constructive Criticism,great attempt lack clarity
7770,You’ve got this! 😭,Support,youve got
7771,You can do it!!!,Support,
7772,I felt nostalgic watching this. tbh,Emotional,felt nostalgic watching tbh
7773,Loved this! dude,Praise,loved dude
7774,Stay strong! friend,Support,stay strong friend
7775,You can do it!.,Support,
7776,This touched my heart. thanks,Emotional,touched heart thanks
7777,Proud of your progress! thanks,Support,proud progress thanks
7778,This sucks. asap,Hate,suck asap
7779,This touched my heart. asap,Emotional,touched heart asap
7780,Check my page for giveaways!.,Spam,check page giveaway
7781,I can relate to this. omg,Emotional,relate omg
7782,Stay strong!!!,Support,stay strong
7783,I can relate to this. omg,Emotional,relate omg
7784,Great animation! 😭,Praise,great animation
7785,Join my group now!.,Spam,join group
7786,I’ll take action. dude,Threat,ill take action dude
7787,You have no talent. asap,Hate,talent asap
7788,This touched my heart.!!,Emotional,touched heart
7789,I will report this. haha,Threat,report haha
7790,Proud of your progress! asap,Support,proud progress asap
7791,I’ll take action. dude,Threat,ill take action dude
7792,Fantastic quality! lol,Praise,fantastic quality lol
7793,Check my page for giveaways! 😭,Spam,check page giveaway
7794,This gave me chills. now,Emotional,gave chill
7795,Fantastic quality! now,Praise,fantastic quality
7796,Good effort but needs improvement. ❤️,Constructive Criticism,good effort need improvement
7797,I’ll get your page banned. omg,Threat,ill get page banned omg
7798,The audio could be better. 😭,Constructive Criticism,audio could better
7799,This looks stunning! omg,Praise,look stunning omg
7800,What tool did you use? haha,Question/Suggestion,tool use haha
7801,This is a warning. friend,Threat,warning friend
7802,DM for promotions.!!,Spam,dm promotion
7803,Will there be a part 2?,Question/Suggestion,part
7804,This gave me chills. please,Emotional,gave chill please
7805,Good effort but needs improvement. 😭,Constructive Criticism,good effort need improvement
7806,Worst thing ever. asap,Hate,worst thing ever asap
7807,Nice idea but pacing feels slow. 😭,Constructive Criticism,nice idea pacing feel slow
7808,Worst thing ever. thanks,Hate,worst thing ever thanks
7809,Fantastic quality!!!,Praise,fantastic quality
7810,Follow me for followers!!!,Spam,follow follower
7811,I’ll get your page banned. now,Threat,ill get page banned
7812,This gave me chills. haha,Emotional,gave chill haha
7813,DM for promotions. thanks,Spam,dm promotion thanks
7814,I’ll take action. 😭,Threat,ill take action
7815,Good effort but needs improvement. omg,Constructive Criticism,good effort need improvement omg
7816,Awful content. bro,Hate,awful content bro
7817,Click here for prizes! thanks,Spam,click prize thanks
7818,Join my group now!.,Spam,join group
7819,You’ve got this! friend,Support,youve got friend
7820,This touched my heart. tbh,Emotional,touched heart tbh
7821,Great attempt but lacks clarity. bro,Constructive Criticism,great attempt lack clarity bro
7822,Beautiful execution! lol,Praise,beautiful execution lol
7823,Follow me for followers!,Spam,follow follower
7824,Join my group now! dude,Spam,join group dude
7825,Great animation! haha,Praise,great animation haha
7826,DM for promotions. now,Spam,dm promotion
7827,Worst thing ever. thanks,Hate,worst thing ever thanks
7828,DM for promotions..,Spam,dm promotion
7829,Amazing work!!!,Praise,amazing work
7830,I’ll take action. bro,Threat,ill take action bro
7831,You have no talent. haha,Hate,talent haha
7832,Loved this! ❤️,Praise,loved
7833,Join my group now! please,Spam,join group please
7834,Can you upload a tutorial? tbh,Question/Suggestion,upload tutorial tbh
7835,Check my page for giveaways!,Spam,check page giveaway
7836,You have no talent. asap,Hate,talent asap
7837,Worst thing ever. tbh,Hate,worst thing ever tbh
7838,This is a warning. please,Threat,warning please
7839,You can do it! omg,Support,omg
7840,Fantastic quality! omg,Praise,fantastic quality omg
7841,Great animation! ❤️,Praise,great animation
7842,This sucks.,Hate,suck
7843,This is terrible. haha,Hate,terrible haha
7844,Can you make more like this? omg,Question/Suggestion,make like omg
7845,I felt nostalgic watching this. please,Emotional,felt nostalgic watching please
7846,I felt nostalgic watching this. dude,Emotional,felt nostalgic watching dude
7847,Follow me for followers! dude,Spam,follow follower dude
7848,This made me emotional. thanks,Emotional,made emotional thanks
7849,Can you upload a tutorial? tbh,Question/Suggestion,upload tutorial tbh
7850,This touched my heart. thanks,Emotional,touched heart thanks
7851,We believe in you! 😂,Support,believe
7852,Keep going! friend,Support,keep going friend
7853,You’ve got this! tbh,Support,youve got tbh
7854,Can you try a darker theme? 😭,Question/Suggestion,try darker theme
7855,Awful content. thanks,Hate,awful content thanks
7856,This is terrible. 😭,Hate,terrible
7857,I will report this. please,Threat,report please
7858,I’ll take action. omg,Threat,ill take action omg
7859,DM for promotions..,Spam,dm promotion
7860,This sucks.!!,Hate,suck
7861,Awful content. 😂,Hate,awful content
7862,Can you try a darker theme? please,Question/Suggestion,try darker theme please
7863,Fantastic quality! lol,Praise,fantastic quality lol
7864,Proud of your progress! dude,Support,proud progress dude
7865,Follow me for followers! 😭,Spam,follow follower
7866,You can do it! omg,Support,omg
7867,This sucks. friend,Hate,suck friend
7868,This sucks. please,Hate,suck please
7869,I’ll take action. thanks,Threat,ill take action thanks
7870,Worst thing ever. 😂,Hate,worst thing ever
7871,Great attempt but lacks clarity.,Constructive Criticism,great attempt lack clarity
7872,What tool did you use? bro,Question/Suggestion,tool use bro
7873,Can you upload a tutorial? ❤️,Question/Suggestion,upload tutorial
7874,I’ll take action. friend,Threat,ill take action friend
7875,Keep going!,Support,keep going
7876,This looks stunning! friend,Praise,look stunning friend
7877,Good effort but needs improvement. lol,Constructive Criticism,good effort need improvement lol
7878,This sucks. 😭,Hate,suck
7879,What tool did you use? thanks,Question/Suggestion,tool use thanks
7880,Stay strong! haha,Support,stay strong haha
7881,DM for promotions. tbh,Spam,dm promotion tbh
7882,The audio could be better. 😭,Constructive Criticism,audio could better
7883,Join my group now! tbh,Spam,join group tbh
7884,I’ll take action. tbh,Threat,ill take action tbh
7885,We believe in you!.,Support,believe
7886,This looks stunning! omg,Praise,look stunning omg
7887,We believe in you! thanks,Support,believe thanks
7888,I will report this.,Threat,report
7889,This made me emotional. haha,Emotional,made emotional haha
7890,Can you try a darker theme? bro,Question/Suggestion,try darker theme bro
7891,I can relate to this. thanks,Emotional,relate thanks
7892,Good effort but needs improvement. bro,Constructive Criticism,good effort need improvement bro
7893,The audio could be better. dude,Constructive Criticism,audio could better dude
7894,The audio could be better. dude,Constructive Criticism,audio could better dude
7895,Great animation!,Praise,great animation
7896,You’ve got this! dude,Support,youve got dude
7897,This is terrible. now,Hate,terrible
7898,Check my page for giveaways! please,Spam,check page giveaway please
7899,I’ll get your page banned. tbh,Threat,ill get page banned tbh
7900,Good effort but needs improvement. please,Constructive Criticism,good effort need improvement please
7901,Beautiful execution! omg,Praise,beautiful execution omg
7902,This sucks. thanks,Hate,suck thanks
7903,Great attempt but lacks clarity.!!,Constructive Criticism,great attempt lack clarity
7904,I felt nostalgic watching this. friend,Emotional,felt nostalgic watching friend
7905,I can relate to this. 😂,Emotional,relate
7906,Join my group now! friend,Spam,join group friend
7907,I’ll get your page banned. friend,Threat,ill get page banned friend
7908,We believe in you! asap,Support,believe asap
7909,Will there be a part 2? haha,Question/Suggestion,part haha
7910,I will report this. now,Threat,report
7911,Join my group now! lol,Spam,join group lol
7912,Keep going! dude,Support,keep going dude
7913,DM for promotions. friend,Spam,dm promotion friend
7914,Can you make more like this? friend,Question/Suggestion,make like friend
7915,Loved this! lol,Praise,loved lol
7916,I will report this. asap,Threat,report asap
7917,This gave me chills..,Emotional,gave chill
7918,This looks stunning! thanks,Praise,look stunning thanks
7919,Stop or face consequences. ❤️,Threat,stop face consequence
7920,This gave me chills. thanks,Emotional,gave chill thanks
7921,Stay strong! please,Support,stay strong please
7922,I can relate to this. ❤️,Emotional,relate
7923,Worst thing ever..,Hate,worst thing ever
7924,Will there be a part 2?.,Question/Suggestion,part
7925,This gave me chills. lol,Emotional,gave chill lol
7926,Visuals are nice but transitions feel off.,Constructive Criticism,visuals nice transition feel
7927,DM for promotions. asap,Spam,dm promotion asap
7928,Amazing work! thanks,Praise,amazing work thanks
7929,Loved this! dude,Praise,loved dude
7930,Follow me for followers!.,Spam,follow follower
7931,Visuals are nice but transitions feel off.,Constructive Criticism,visuals nice transition feel
7932,Great attempt but lacks clarity. haha,Constructive Criticism,great attempt lack clarity haha
7933,Keep going! haha,Support,keep going haha
7934,I’ll get your page banned. now,Threat,ill get page banned
7935,Can you try a darker theme? bro,Question/Suggestion,try darker theme bro
7936,Can you try a darker theme? ❤️,Question/Suggestion,try darker theme
7937,Follow me for followers! asap,Spam,follow follower asap
7938,Can you make more like this? bro,Question/Suggestion,make like bro
7939,Awful content. asap,Hate,awful content asap
7940,The audio could be better. lol,Constructive Criticism,audio could better lol
7941,Fantastic quality! haha,Praise,fantastic quality haha
7942,You can do it!,Support,
7943,Loved this!.,Praise,loved
7944,Stop or face consequences. now,Threat,stop face consequence
7945,You have no talent. 😭,Hate,talent
7946,Fantastic quality! omg,Praise,fantastic quality omg
7947,Can you try a darker theme? friend,Question/Suggestion,try darker theme friend
7948,Awful content. haha,Hate,awful content haha
7949,This sucks. omg,Hate,suck omg
7950,Beautiful execution! dude,Praise,beautiful execution dude
7951,Stop or face consequences. please,Threat,stop face consequence please
7952,Follow me for followers! tbh,Spam,follow follower tbh
7953,Can you try a darker theme? haha,Question/Suggestion,try darker theme haha
7954,Good effort but needs improvement. friend,Constructive Criticism,good effort need improvement friend
7955,This is a warning..,Threat,warning
7956,I will report this. haha,Threat,report haha
7957,Great attempt but lacks clarity. haha,Constructive Criticism,great attempt lack clarity haha
7958,I felt nostalgic watching this. bro,Emotional,felt nostalgic watching bro
7959,Can you make more like this? please,Question/Suggestion,make like please
7960,Good effort but needs improvement.!!,Constructive Criticism,good effort need improvement
7961,Loved this!!!,Praise,loved
7962,You have no talent. thanks,Hate,talent thanks
7963,Will there be a part 2? 😂,Question/Suggestion,part
7964,Awful content. 😭,Hate,awful content
7965,This is a warning.,Threat,warning
7966,This made me emotional. now,Emotional,made emotional
7967,Check my page for giveaways! bro,Spam,check page giveaway bro
7968,I’ll get your page banned. friend,Threat,ill get page banned friend
7969,Stay strong! 😂,Support,stay strong
7970,Can you upload a tutorial? friend,Question/Suggestion,upload tutorial friend
7971,Can you try a darker theme?!!,Question/Suggestion,try darker theme
7972,Awful content. omg,Hate,awful content omg
7973,Follow me for followers! haha,Spam,follow follower haha
7974,Worst thing ever. dude,Hate,worst thing ever dude
7975,This looks stunning! friend,Praise,look stunning friend
7976,You have no talent. ❤️,Hate,talent
7977,Amazing work!!!,Praise,amazing work
7978,We believe in you! haha,Support,believe haha
7979,Can you try a darker theme? haha,Question/Suggestion,try darker theme haha
7980,Stay strong!,Support,stay strong
7981,Follow me for followers!.,Spam,follow follower
7982,Can you try a darker theme? now,Question/Suggestion,try darker theme
7983,Can you upload a tutorial? thanks,Question/Suggestion,upload tutorial thanks
7984,I can relate to this. omg,Emotional,relate omg
7985,Worst thing ever. 😂,Hate,worst thing ever
7986,DM for promotions.,Spam,dm promotion
7987,Awful content. lol,Hate,awful content lol
7988,Can you make more like this? bro,Question/Suggestion,make like bro
7989,This gave me chills. 😭,Emotional,gave chill
7990,Awful content. dude,Hate,awful content dude
7991,Click here for prizes! haha,Spam,click prize haha
7992,Great animation! 😭,Praise,great animation
7993,Can you try a darker theme? 😂,Question/Suggestion,try darker theme
7994,This is a warning. friend,Threat,warning friend
7995,Fantastic quality! haha,Praise,fantastic quality haha
7996,I can relate to this. thanks,Emotional,relate thanks
7997,Stop or face consequences. ❤️,Threat,stop face consequence
7998,I can relate to this. dude,Emotional,relate dude
7999,This sucks. now,Hate,suck
8000,Keep going! tbh,Support,keep going tbh
8001,Join my group now! ❤️,Spam,join group
8002,I’ll get your page banned. thanks,Threat,ill get page banned thanks
8003,I’ll take action. tbh,Threat,ill take action tbh
8004,Join my group now! tbh,Spam,join group tbh
8005,This is terrible. please,Hate,terrible please
8006,Visuals are nice but transitions feel off. dude,Constructive Criticism,visuals nice transition feel dude
8007,You have no talent. lol,Hate,talent lol
8008,Stop or face consequences. haha,Threat,stop face consequence haha
8009,Check my page for giveaways! asap,Spam,check page giveaway asap
8010,Loved this! 😭,Praise,loved
8011,Stop or face consequences. ❤️,Threat,stop face consequence
8012,This sucks. haha,Hate,suck haha
8013,Can you make more like this? ❤️,Question/Suggestion,make like
8014,This gave me chills. thanks,Emotional,gave chill thanks
8015,I’ll get your page banned. tbh,Threat,ill get page banned tbh
8016,This sucks. ❤️,Hate,suck
8017,Will there be a part 2? lol,Question/Suggestion,part lol
8018,The audio could be better. now,Constructive Criticism,audio could better
8019,Check my page for giveaways! omg,Spam,check page giveaway omg
8020,Stop or face consequences.,Threat,stop face consequence
8021,Awful content. thanks,Hate,awful content thanks
8022,What tool did you use? dude,Question/Suggestion,tool use dude
8023,I can relate to this. please,Emotional,relate please
8024,You’ve got this! dude,Support,youve got dude
8025,Join my group now! lol,Spam,join group lol
8026,Stay strong! asap,Support,stay strong asap
8027,DM for promotions. ❤️,Spam,dm promotion
8028,You can do it! bro,Support,bro
8029,Can you try a darker theme? tbh,Question/Suggestion,try darker theme tbh
8030,This touched my heart. now,Emotional,touched heart
8031,Check my page for giveaways! lol,Spam,check page giveaway lol
8032,I felt nostalgic watching this. please,Emotional,felt nostalgic watching please
8033,What tool did you use? tbh,Question/Suggestion,tool use tbh
8034,The audio could be better.!!,Constructive Criticism,audio could better
8035,This looks stunning! tbh,Praise,look stunning tbh
8036,I’ll take action.,Threat,ill take action
8037,Can you upload a tutorial? thanks,Question/Suggestion,upload tutorial thanks
8038,This made me emotional. dude,Emotional,made emotional dude
8039,Visuals are nice but transitions feel off. friend,Constructive Criticism,visuals nice transition feel friend
8040,This is a warning. now,Threat,warning
8041,This made me emotional. thanks,Emotional,made emotional thanks
8042,Can you try a darker theme? 😭,Question/Suggestion,try darker theme
8043,This is terrible. haha,Hate,terrible haha
8044,Follow me for followers! 😂,Spam,follow follower
8045,Nice idea but pacing feels slow. haha,Constructive Criticism,nice idea pacing feel slow haha
8046,I’ll get your page banned. 😂,Threat,ill get page banned
8047,Nice idea but pacing feels slow. haha,Constructive Criticism,nice idea pacing feel slow haha
8048,I’ll get your page banned. ❤️,Threat,ill get page banned
8049,Keep going!,Support,keep going
8050,The audio could be better. tbh,Constructive Criticism,audio could better tbh
8051,Awful content.!!,Hate,awful content
8052,Beautiful execution! tbh,Praise,beautiful execution tbh
8053,This touched my heart. asap,Emotional,touched heart asap
8054,Good effort but needs improvement. lol,Constructive Criticism,good effort need improvement lol
8055,I’ll take action. asap,Threat,ill take action asap
8056,I felt nostalgic watching this. please,Emotional,felt nostalgic watching please
8057,Can you upload a tutorial? dude,Question/Suggestion,upload tutorial dude
8058,Will there be a part 2? omg,Question/Suggestion,part omg
8059,What tool did you use? haha,Question/Suggestion,tool use haha
8060,Stop or face consequences.!!,Threat,stop face consequence
8061,Nice idea but pacing feels slow. now,Constructive Criticism,nice idea pacing feel slow
8062,Stop or face consequences.,Threat,stop face consequence
8063,Can you make more like this? dude,Question/Suggestion,make like dude
8064,I will report this. thanks,Threat,report thanks
8065,Great attempt but lacks clarity. asap,Constructive Criticism,great attempt lack clarity asap
8066,Awful content. 😭,Hate,awful content
8067,You can do it! asap,Support,asap
8068,Amazing work! asap,Praise,amazing work asap
8069,I’ll get your page banned.,Threat,ill get page banned
8070,Join my group now! thanks,Spam,join group thanks
8071,This looks stunning! 😂,Praise,look stunning
8072,Will there be a part 2? dude,Question/Suggestion,part dude
8073,You’ve got this! omg,Support,youve got omg
8074,Join my group now! please,Spam,join group please
8075,This sucks. omg,Hate,suck omg
8076,This is terrible.,Hate,terrible
8077,Check my page for giveaways! 😭,Spam,check page giveaway
8078,This sucks. omg,Hate,suck omg
8079,Stay strong!.,Support,stay strong
8080,This looks stunning! ❤️,Praise,look stunning
8081,Follow me for followers!,Spam,follow follower
8082,Nice idea but pacing feels slow. 😂,Constructive Criticism,nice idea pacing feel slow
8083,This touched my heart. haha,Emotional,touched heart haha
8084,Click here for prizes!,Spam,click prize
8085,Nice idea but pacing feels slow. haha,Constructive Criticism,nice idea pacing feel slow haha
8086,This looks stunning! tbh,Praise,look stunning tbh
8087,This gave me chills. please,Emotional,gave chill please
8088,Great animation! now,Praise,great animation
8089,This gave me chills. omg,Emotional,gave chill omg
8090,Click here for prizes! now,Spam,click prize
8091,This made me emotional. omg,Emotional,made emotional omg
8092,Stop or face consequences. ❤️,Threat,stop face consequence
8093,I felt nostalgic watching this. omg,Emotional,felt nostalgic watching omg
8094,Great animation! friend,Praise,great animation friend
8095,Nice idea but pacing feels slow. dude,Constructive Criticism,nice idea pacing feel slow dude
8096,Beautiful execution! bro,Praise,beautiful execution bro
8097,Beautiful execution! now,Praise,beautiful execution
8098,You’ve got this!,Support,youve got
8099,You’ve got this!!!,Support,youve got
8100,This looks stunning! ❤️,Praise,look stunning
8101,The audio could be better. ❤️,Constructive Criticism,audio could better
8102,You can do it! now,Support,
8103,Check my page for giveaways! ❤️,Spam,check page giveaway
8104,This touched my heart. bro,Emotional,touched heart bro
8105,Proud of your progress! dude,Support,proud progress dude
8106,Stop or face consequences.,Threat,stop face consequence
8107,DM for promotions.!!,Spam,dm promotion
8108,You have no talent. omg,Hate,talent omg
8109,Great animation! dude,Praise,great animation dude
8110,Stay strong! lol,Support,stay strong lol
8111,Visuals are nice but transitions feel off. ❤️,Constructive Criticism,visuals nice transition feel
8112,Nice idea but pacing feels slow. tbh,Constructive Criticism,nice idea pacing feel slow tbh
8113,Nice idea but pacing feels slow. haha,Constructive Criticism,nice idea pacing feel slow haha
8114,Click here for prizes! friend,Spam,click prize friend
8115,I felt nostalgic watching this. 😂,Emotional,felt nostalgic watching
8116,Beautiful execution! friend,Praise,beautiful execution friend
8117,The audio could be better. please,Constructive Criticism,audio could better please
8118,Fantastic quality! lol,Praise,fantastic quality lol
8119,Proud of your progress! ❤️,Support,proud progress
8120,Can you make more like this? please,Question/Suggestion,make like please
8121,Amazing work!.,Praise,amazing work
8122,Good effort but needs improvement. now,Constructive Criticism,good effort need improvement
8123,This is terrible..,Hate,terrible
8124,Can you try a darker theme?,Question/Suggestion,try darker theme
8125,Visuals are nice but transitions feel off.!!,Constructive Criticism,visuals nice transition feel
8126,DM for promotions. bro,Spam,dm promotion bro
8127,DM for promotions. now,Spam,dm promotion
8128,Great attempt but lacks clarity. now,Constructive Criticism,great attempt lack clarity
8129,This looks stunning!!!,Praise,look stunning
8130,Can you upload a tutorial? tbh,Question/Suggestion,upload tutorial tbh
8131,I felt nostalgic watching this. ❤️,Emotional,felt nostalgic watching
8132,This is terrible..,Hate,terrible
8133,What tool did you use? dude,Question/Suggestion,tool use dude
8134,Stay strong!!!,Support,stay strong
8135,We believe in you! omg,Support,believe omg
8136,Fantastic quality! 😭,Praise,fantastic quality
8137,We believe in you! thanks,Support,believe thanks
8138,Great attempt but lacks clarity. thanks,Constructive Criticism,great attempt lack clarity thanks
8139,Follow me for followers! dude,Spam,follow follower dude
8140,Good effort but needs improvement. bro,Constructive Criticism,good effort need improvement bro
8141,This looks stunning! bro,Praise,look stunning bro
8142,Worst thing ever. please,Hate,worst thing ever please
8143,Click here for prizes! ❤️,Spam,click prize
8144,Will there be a part 2?!!,Question/Suggestion,part
8145,Great attempt but lacks clarity. 😂,Constructive Criticism,great attempt lack clarity
8146,Will there be a part 2? 😂,Question/Suggestion,part
8147,We believe in you!.,Support,believe
8148,Fantastic quality! asap,Praise,fantastic quality asap
8149,What tool did you use? 😂,Question/Suggestion,tool use
8150,You have no talent. bro,Hate,talent bro
8151,Can you try a darker theme? haha,Question/Suggestion,try darker theme haha
8152,This is terrible. 😭,Hate,terrible
8153,Loved this! please,Praise,loved please
8154,This is a warning. asap,Threat,warning asap
8155,Loved this! 😂,Praise,loved
8156,We believe in you! tbh,Support,believe tbh
8157,This touched my heart. dude,Emotional,touched heart dude
8158,Stay strong! bro,Support,stay strong bro
8159,Check my page for giveaways! lol,Spam,check page giveaway lol
8160,I will report this. haha,Threat,report haha
8161,I can relate to this. thanks,Emotional,relate thanks
8162,Beautiful execution! thanks,Praise,beautiful execution thanks
8163,Great animation! bro,Praise,great animation bro
8164,This looks stunning! thanks,Praise,look stunning thanks
8165,Will there be a part 2? lol,Question/Suggestion,part lol
