id,comment,label
8139,Follow me for followers! dude,Spam
8140,Good effort but needs improvement. bro,Constructive Criticism
8141,This looks stunning! bro,Praise
8142,Worst thing ever. please,Hate
8143,Click here for prizes! ❤️,Spam
8144,Will there be a part 2?!!,Question/Suggestion
8145,Great attempt but lacks clarity. 😂,Constructive Criticism
8146,Will there be a part 2? 😂,Question/Suggestion
8147,We believe in you!.,Support
8148,Fantastic quality! asap,Praise
8149,What tool did you use? 😂,Question/Suggestion
8150,You have no talent. bro,Hate
8151,Can you try a darker theme? haha,Question/Suggestion
8152,This is terrible. 😭,Hate
8153,Loved this! please,Praise
8154,This is a warning. asap,Threat
8155,Loved this! 😂,Praise
8156,We believe in you! tbh,Support
8157,This touched my heart. dude,Emotional
8158,Stay strong! bro,Support
8159,Check my page for giveaways! lol,Spam
8160,I will report this. haha,Threat
8161,I can relate to this. thanks,Emotional
8162,Beautiful execution! thanks,Praise
8163,Great animation! bro,Praise
8164,This looks stunning! thanks,Praise
8165,Will there be a part 2? lol,Question/Suggestion
8166,Worst thing ever. omg,Hate
8167,I will report this. asap,Threat
8168,Can you make more like this? lol,Question/Suggestion
8169,This made me emotional. friend,Emotional
8170,Great attempt but lacks clarity. haha,Constructive Criticism
8171,Check my page for giveaways! please,Spam
8172,You can do it! now,Support
8173,Loved this! ❤️,Praise
8174,Stay strong!.,Support
8175,Join my group now! lol,Spam
8176,Follow me for followers! thanks,Spam
8177,Can you try a darker theme?.,Question/Suggestion
8178,This looks stunning! lol,Praise
8179,Will there be a part 2? please,Question/Suggestion
8180,This touched my heart. lol,Emotional
8181,This is a warning. lol,Threat
8182,Fantastic quality! thanks,Praise
8183,Keep going! omg,Support
8184,Can you upload a tutorial?.,Question/Suggestion
8185,This made me emotional. haha,Emotional
8186,Stay strong! now,Support
8187,You have no talent. haha,Hate
8188,We believe in you! ❤️,Support
8189,This is terrible. dude,Hate
8190,Great attempt but lacks clarity.,Constructive Criticism
8191,Join my group now! please,Spam
8192,Great attempt but lacks clarity. asap,Constructive Criticism
8193,We believe in you! 😭,Support
8194,I’ll get your page banned..,Threat
8195,Stay strong! tbh,Support
8196,This is terrible. haha,Hate
8197,Beautiful execution! now,Praise
8198,Click here for prizes!!!,Spam
8199,Visuals are nice but transitions feel off. lol,Constructive Criticism
8200,Awful content. omg,Hate
8201,Stay strong! now,Support
8202,Beautiful execution! now,Praise
8203,This sucks. tbh,Hate
8204,This gave me chills.!!,Emotional
8205,Can you make more like this?,Question/Suggestion
8206,This is terrible.,Hate
8207,The audio could be better.!!,Constructive Criticism
8208,Loved this! friend,Praise
8209,Great attempt but lacks clarity. omg,Constructive Criticism
8210,This sucks. friend,Hate
8211,Awful content. ❤️,Hate
8212,Check my page for giveaways!.,Spam
8213,Nice idea but pacing feels slow. friend,Constructive Criticism
8214,I felt nostalgic watching this. omg,Emotional
8215,I will report this. dude,Threat
8216,I felt nostalgic watching this. lol,Emotional
8217,This is terrible. tbh,Hate
8218,Beautiful execution! haha,Praise
8219,The audio could be better. bro,Constructive Criticism
8220,I can relate to this. lol,Emotional
8221,Amazing work! 😂,Praise
8222,Can you upload a tutorial? now,Question/Suggestion
8223,Awful content.,Hate
8224,You can do it! haha,Support
8225,Worst thing ever. asap,Hate
8226,Great attempt but lacks clarity. ❤️,Constructive Criticism
8227,You can do it! dude,Support
8228,I’ll take action. now,Threat
8229,This is terrible.,Hate
8230,Great animation! lol,Praise
8231,Great attempt but lacks clarity. omg,Constructive Criticism
8232,Check my page for giveaways! thanks,Spam
8233,Stay strong! now,Support
8234,Good effort but needs improvement. tbh,Constructive Criticism
8235,Will there be a part 2? please,Question/Suggestion
8236,Check my page for giveaways! lol,Spam
8237,Proud of your progress! lol,Support
8238,This made me emotional.!!,Emotional
8239,Will there be a part 2? lol,Question/Suggestion
8240,I can relate to this. please,Emotional
8241,I will report this. asap,Threat
8242,Can you make more like this?!!,Question/Suggestion
8243,Stop or face consequences. asap,Threat
8244,The audio could be better. haha,Constructive Criticism
8245,Nice idea but pacing feels slow. ❤️,Constructive Criticism
8246,Stop or face consequences. ❤️,Threat
8247,Can you try a darker theme?!!,Question/Suggestion
8248,Worst thing ever..,Hate
8249,I can relate to this. now,Emotional
8250,Beautiful execution! thanks,Praise
8251,Can you upload a tutorial? friend,Question/Suggestion
8252,DM for promotions. ❤️,Spam
8253,Great animation! bro,Praise
8254,The audio could be better..,Constructive Criticism
8255,This sucks..,Hate
8256,Amazing work! lol,Praise
8257,Stop or face consequences.!!,Threat
8258,The audio could be better. 😭,Constructive Criticism
8259,Loved this! tbh,Praise
8260,This touched my heart. ❤️,Emotional
8261,Loved this! friend,Praise
8262,Great attempt but lacks clarity. ❤️,Constructive Criticism
8263,Check my page for giveaways! thanks,Spam
8264,This made me emotional. 😭,Emotional
8265,Follow me for followers! haha,Spam
8266,Can you upload a tutorial?,Question/Suggestion
8267,Visuals are nice but transitions feel off. lol,Constructive Criticism
8268,Stop or face consequences. now,Threat
8269,The audio could be better. dude,Constructive Criticism
8270,Awful content. haha,Hate
8271,I’ll take action.,Threat
8272,Great animation!,Praise
8273,Great attempt but lacks clarity. friend,Constructive Criticism
8274,This made me emotional. asap,Emotional
8275,Can you upload a tutorial? ❤️,Question/Suggestion
8276,Worst thing ever.,Hate
8277,Worst thing ever. now,Hate
8278,Can you try a darker theme? ❤️,Question/Suggestion
8279,What tool did you use? thanks,Question/Suggestion
8280,Beautiful execution! friend,Praise
8281,Keep going! dude,Support
8282,This sucks. 😂,Hate
8283,Fantastic quality! bro,Praise
8284,This is terrible. ❤️,Hate
8285,This is a warning. 😂,Threat
8286,Great animation! bro,Praise
8287,This gave me chills. thanks,Emotional
8288,Stop or face consequences. 😭,Threat
8289,This sucks. 😂,Hate
8290,Can you upload a tutorial? dude,Question/Suggestion
8291,This is terrible. haha,Hate
8292,I will report this. 😂,Threat
8293,Stop or face consequences.,Threat
8294,This looks stunning! lol,Praise
8295,Great animation! now,Praise
8296,Stop or face consequences. please,Threat
8297,What tool did you use?.,Question/Suggestion
8298,I’ll take action. asap,Threat
8299,This touched my heart.!!,Emotional
8300,I’ll get your page banned. asap,Threat
8301,This made me emotional. tbh,Emotional
8302,Stop or face consequences. 😭,Threat
8303,Good effort but needs improvement. friend,Constructive Criticism
8304,Great animation! bro,Praise
8305,What tool did you use? omg,Question/Suggestion
8306,Fantastic quality! dude,Praise
8307,Amazing work! thanks,Praise
8308,You have no talent. friend,Hate
8309,I will report this. asap,Threat
8310,Great attempt but lacks clarity. ❤️,Constructive Criticism
8311,You have no talent. ❤️,Hate
8312,I felt nostalgic watching this. tbh,Emotional
8313,Worst thing ever. bro,Hate
8314,This made me emotional. asap,Emotional
8315,Worst thing ever. haha,Hate
8316,I will report this. lol,Threat
8317,Will there be a part 2?.,Question/Suggestion
8318,I’ll take action..,Threat
8319,Can you make more like this? thanks,Question/Suggestion
8320,You have no talent. ❤️,Hate
8321,This gave me chills. bro,Emotional
8322,Will there be a part 2?.,Question/Suggestion
8323,Great attempt but lacks clarity. tbh,Constructive Criticism
8324,Will there be a part 2? haha,Question/Suggestion
8325,This gave me chills. please,Emotional
8326,Check my page for giveaways!,Spam
8327,I’ll get your page banned. 😂,Threat
8328,Nice idea but pacing feels slow. friend,Constructive Criticism
8329,Keep going! please,Support
8330,Visuals are nice but transitions feel off. dude,Constructive Criticism
8331,This gave me chills. bro,Emotional
8332,Beautiful execution!,Praise
8333,This sucks. ❤️,Hate
8334,I’ll get your page banned. thanks,Threat
8335,This looks stunning!!!,Praise
8336,Stay strong! bro,Support
8337,Great attempt but lacks clarity. tbh,Constructive Criticism
8338,I’ll take action. 😂,Threat
8339,Beautiful execution! friend,Praise
8340,Join my group now! please,Spam
8341,Can you upload a tutorial? bro,Question/Suggestion
8342,I’ll get your page banned. haha,Threat
8343,I felt nostalgic watching this. now,Emotional
8344,Check my page for giveaways! haha,Spam
8345,Fantastic quality!,Praise
8346,This is a warning. ❤️,Threat
8347,You have no talent. friend,Hate
8348,This looks stunning! friend,Praise
8349,Worst thing ever. 😭,Hate
8350,Can you upload a tutorial?.,Question/Suggestion
8351,You have no talent. omg,Hate
8352,Can you upload a tutorial? friend,Question/Suggestion
8353,Click here for prizes! thanks,Spam
8354,This made me emotional. asap,Emotional
8355,Fantastic quality! omg,Praise
8356,Beautiful execution! friend,Praise
8357,This is terrible. omg,Hate
8358,Awful content. bro,Hate
8359,Beautiful execution!!!,Praise
8360,This is terrible.,Hate
8361,You can do it! 😭,Support
8362,Will there be a part 2? thanks,Question/Suggestion
8363,I will report this. dude,Threat
8364,Great animation! lol,Praise
8365,I’ll take action. bro,Threat
8366,Beautiful execution!!!,Praise
8367,This gave me chills. please,Emotional
8368,Keep going! bro,Support
8369,I felt nostalgic watching this. please,Emotional
8370,This looks stunning! omg,Praise
8371,Follow me for followers! ❤️,Spam
8372,We believe in you! 😭,Support
8373,I can relate to this. dude,Emotional
8374,Great animation! 😭,Praise
8375,Nice idea but pacing feels slow. ❤️,Constructive Criticism
8376,Good effort but needs improvement. asap,Constructive Criticism
8377,This is terrible..,Hate
8378,Proud of your progress! 😭,Support
8379,This touched my heart.!!,Emotional
8380,Check my page for giveaways! omg,Spam
8381,Stay strong! friend,Support
8382,I felt nostalgic watching this..,Emotional
8383,Follow me for followers! now,Spam
8384,This made me emotional. asap,Emotional
8385,Great animation! 😭,Praise
8386,Can you try a darker theme? bro,Question/Suggestion
8387,This is a warning. bro,Threat
8388,Amazing work! please,Praise
8389,I’ll get your page banned. please,Threat
8390,I’ll take action. ❤️,Threat
8391,What tool did you use? asap,Question/Suggestion
8392,Stop or face consequences. omg,Threat
8393,This made me emotional. 😂,Emotional
8394,I will report this. friend,Threat
8395,Can you make more like this? friend,Question/Suggestion
8396,I’ll take action. bro,Threat
8397,You can do it!!!,Support
8398,Click here for prizes! dude,Spam
8399,What tool did you use?!!,Question/Suggestion
8400,We believe in you! dude,Support
8401,Fantastic quality! please,Praise
8402,I’ll get your page banned. haha,Threat
8403,Visuals are nice but transitions feel off. dude,Constructive Criticism
8404,Great animation! now,Praise
8405,We believe in you! lol,Support
8406,Can you upload a tutorial? now,Question/Suggestion
8407,This touched my heart. friend,Emotional
8408,I can relate to this. ❤️,Emotional
8409,Can you make more like this?,Question/Suggestion
8410,This is terrible.,Hate
8411,Check my page for giveaways! dude,Spam
8412,What tool did you use? friend,Question/Suggestion
8413,Nice idea but pacing feels slow.,Constructive Criticism
8414,Can you make more like this? omg,Question/Suggestion
8415,This gave me chills. bro,Emotional
8416,What tool did you use? please,Question/Suggestion
8417,I’ll get your page banned.,Threat
8418,I’ll take action. omg,Threat
8419,Good effort but needs improvement. thanks,Constructive Criticism
8420,You can do it! 😂,Support
8421,Can you try a darker theme? 😂,Question/Suggestion
8422,Check my page for giveaways! lol,Spam
8423,Amazing work!!!,Praise
8424,Awful content. dude,Hate
8425,Visuals are nice but transitions feel off. lol,Constructive Criticism
8426,You have no talent. asap,Hate
8427,Great animation! now,Praise
8428,Stop or face consequences. tbh,Threat
8429,Fantastic quality! omg,Praise
8430,I’ll get your page banned.,Threat
8431,Beautiful execution! asap,Praise
8432,I’ll get your page banned. asap,Threat
8433,Stay strong! ❤️,Support
8434,Fantastic quality! now,Praise
8435,This made me emotional. bro,Emotional
8436,Stay strong! thanks,Support
8437,Join my group now! 😂,Spam
8438,Fantastic quality!.,Praise
8439,Great attempt but lacks clarity. ❤️,Constructive Criticism
8440,This looks stunning!!!,Praise
8441,This gave me chills. lol,Emotional
8442,This is a warning..,Threat
8443,I can relate to this. ❤️,Emotional
8444,I will report this. thanks,Threat
8445,Check my page for giveaways! 😭,Spam
8446,This gave me chills. please,Emotional
8447,The audio could be better. ❤️,Constructive Criticism
8448,This made me emotional. dude,Emotional
8449,Beautiful execution! asap,Praise
8450,This made me emotional. 😂,Emotional
8451,I felt nostalgic watching this. haha,Emotional
8452,The audio could be better.,Constructive Criticism
8453,Great attempt but lacks clarity. lol,Constructive Criticism
8454,What tool did you use? ❤️,Question/Suggestion
8455,You have no talent..,Hate
8456,You can do it! bro,Support
8457,I’ll get your page banned. ❤️,Threat
8458,This made me emotional. 😂,Emotional
8459,Beautiful execution! dude,Praise
8460,This sucks. bro,Hate
8461,We believe in you! bro,Support
8462,Can you upload a tutorial? friend,Question/Suggestion
8463,DM for promotions. omg,Spam
8464,This is a warning. now,Threat
8465,Fantastic quality! bro,Praise
8466,The audio could be better.!!,Constructive Criticism
8467,Awful content. ❤️,Hate
8468,Keep going!.,Support
8469,Proud of your progress! now,Support
8470,Awful content.!!,Hate
8471,I can relate to this.,Emotional
8472,What tool did you use? dude,Question/Suggestion
8473,Can you upload a tutorial? please,Question/Suggestion
8474,DM for promotions. lol,Spam
8475,This looks stunning! tbh,Praise
8476,Stay strong! 😭,Support
8477,What tool did you use? thanks,Question/Suggestion
8478,Click here for prizes! please,Spam
8479,Beautiful execution! ❤️,Praise
8480,This made me emotional. 😭,Emotional
8481,Stay strong! ❤️,Support
8482,This looks stunning!!!,Praise
8483,I’ll take action. omg,Threat
8484,Keep going!!!,Support
8485,Can you make more like this? lol,Question/Suggestion
8486,Great animation! ❤️,Praise
8487,The audio could be better.,Constructive Criticism
8488,Beautiful execution! now,Praise
8489,This made me emotional. now,Emotional
8490,I felt nostalgic watching this. friend,Emotional
8491,Can you upload a tutorial? haha,Question/Suggestion
8492,You have no talent. tbh,Hate
8493,I will report this. tbh,Threat
8494,We believe in you! tbh,Support
8495,I felt nostalgic watching this. 😭,Emotional
8496,I’ll take action. dude,Threat
8497,Visuals are nice but transitions feel off. friend,Constructive Criticism
8498,Follow me for followers!.,Spam
8499,I will report this. ❤️,Threat
8500,Nice idea but pacing feels slow.!!,Constructive Criticism
8501,This sucks. omg,Hate
8502,DM for promotions. please,Spam
8503,I can relate to this. lol,Emotional
8504,I’ll take action..,Threat
8505,You can do it! haha,Support
8506,Stay strong! friend,Support
8507,What tool did you use?!!,Question/Suggestion
8508,Fantastic quality! dude,Praise
8509,Proud of your progress! please,Support
8510,Visuals are nice but transitions feel off. tbh,Constructive Criticism
8511,DM for promotions. ❤️,Spam
8512,Click here for prizes! thanks,Spam
8513,This looks stunning! 😭,Praise
8514,Stay strong! 😂,Support
8515,This gave me chills..,Emotional
8516,Stay strong!.,Support
8517,The audio could be better. friend,Constructive Criticism
8518,This is a warning. lol,Threat
8519,Proud of your progress! now,Support
8520,Visuals are nice but transitions feel off.,Constructive Criticism
8521,I’ll get your page banned. asap,Threat
8522,Will there be a part 2? dude,Question/Suggestion
8523,Visuals are nice but transitions feel off. haha,Constructive Criticism
8524,I will report this. bro,Threat
8525,Stop or face consequences..,Threat
8526,Join my group now! omg,Spam
8527,Great attempt but lacks clarity. please,Constructive Criticism
8528,What tool did you use? tbh,Question/Suggestion
8529,Loved this! friend,Praise
8530,Check my page for giveaways! friend,Spam
8531,Worst thing ever. thanks,Hate
8532,Can you try a darker theme? lol,Question/Suggestion
8533,I’ll take action. omg,Threat
8534,What tool did you use? dude,Question/Suggestion
8535,Great animation! 😂,Praise
8536,This is a warning..,Threat
8537,This gave me chills. thanks,Emotional
8538,Amazing work! thanks,Praise
8539,I’ll get your page banned..,Threat
8540,Fantastic quality! thanks,Praise
8541,Worst thing ever.,Hate
8542,This is terrible. haha,Hate
8543,Will there be a part 2? omg,Question/Suggestion
8544,This sucks. 😂,Hate
8545,The audio could be better. 😭,Constructive Criticism
8546,This touched my heart. 😂,Emotional
8547,Can you make more like this? now,Question/Suggestion
8548,This touched my heart. dude,Emotional
8549,This gave me chills.,Emotional
8550,Amazing work! 😂,Praise
8551,Can you upload a tutorial? ❤️,Question/Suggestion
8552,DM for promotions. 😭,Spam
8553,What tool did you use? please,Question/Suggestion
8554,Fantastic quality! tbh,Praise
8555,This looks stunning! 😂,Praise
8556,This is a warning. dude,Threat
8557,Amazing work! omg,Praise
8558,This touched my heart. ❤️,Emotional
8559,Follow me for followers!.,Spam
8560,Will there be a part 2? thanks,Question/Suggestion
8561,Visuals are nice but transitions feel off. dude,Constructive Criticism
8562,Good effort but needs improvement..,Constructive Criticism
8563,I can relate to this.,Emotional
8564,Can you make more like this?.,Question/Suggestion
8565,Can you try a darker theme?,Question/Suggestion
8566,I will report this. asap,Threat
8567,We believe in you! ❤️,Support
8568,This made me emotional. dude,Emotional
8569,Check my page for giveaways! bro,Spam
8570,Can you make more like this? tbh,Question/Suggestion
8571,You can do it! bro,Support
8572,This is terrible. please,Hate
8573,We believe in you!!!,Support
8574,This is a warning. 😭,Threat
8575,What tool did you use? please,Question/Suggestion
8576,This gave me chills. haha,Emotional
8577,This gave me chills. haha,Emotional
8578,This is a warning. 😭,Threat
8579,You have no talent.!!,Hate
8580,Worst thing ever. 😂,Hate
8581,Amazing work! asap,Praise
8582,You’ve got this! 😭,Support
8583,This sucks. 😂,Hate
8584,You can do it! please,Support
8585,I’ll take action. tbh,Threat
8586,Can you try a darker theme? bro,Question/Suggestion
8587,Good effort but needs improvement. asap,Constructive Criticism
8588,This is terrible. thanks,Hate
8589,Awful content.!!,Hate
8590,This sucks. dude,Hate
8591,Nice idea but pacing feels slow. omg,Constructive Criticism
8592,I can relate to this. tbh,Emotional
8593,I’ll take action. lol,Threat
8594,Click here for prizes! now,Spam
8595,DM for promotions. bro,Spam
8596,Great attempt but lacks clarity. ❤️,Constructive Criticism
8597,This is terrible. bro,Hate
8598,Stay strong! 😂,Support
8599,This made me emotional. friend,Emotional
8600,Check my page for giveaways! thanks,Spam
8601,What tool did you use? please,Question/Suggestion
8602,Good effort but needs improvement. omg,Constructive Criticism
8603,Awful content. friend,Hate
8604,The audio could be better. ❤️,Constructive Criticism
8605,This is a warning. now,Threat
8606,Can you try a darker theme?!!,Question/Suggestion
8607,Beautiful execution! bro,Praise
8608,You have no talent.,Hate
8609,This is a warning. asap,Threat
8610,Stop or face consequences. haha,Threat
8611,Proud of your progress! omg,Support
8612,Visuals are nice but transitions feel off. bro,Constructive Criticism
8613,Can you try a darker theme? haha,Question/Suggestion
8614,Great animation! lol,Praise
8615,Worst thing ever. thanks,Hate
8616,I’ll get your page banned. 😭,Threat
8617,I felt nostalgic watching this. friend,Emotional
8618,Proud of your progress! now,Support
8619,Nice idea but pacing feels slow.!!,Constructive Criticism
8620,This gave me chills. haha,Emotional
8621,This is terrible. asap,Hate
8622,Will there be a part 2?.,Question/Suggestion
8623,Amazing work!.,Praise
8624,You have no talent. friend,Hate
8625,Awful content. thanks,Hate
8626,Proud of your progress! 😭,Support
8627,This is a warning. 😂,Threat
8628,Great attempt but lacks clarity. ❤️,Constructive Criticism
8629,I felt nostalgic watching this. dude,Emotional
8630,This is a warning. please,Threat
8631,I’ll take action. lol,Threat
8632,This looks stunning! ❤️,Praise
8633,Nice idea but pacing feels slow. asap,Constructive Criticism
8634,Join my group now! 😭,Spam
8635,Will there be a part 2?,Question/Suggestion
8636,Can you make more like this? asap,Question/Suggestion
8637,This is terrible. asap,Hate
8638,Great animation! 😭,Praise
8639,The audio could be better.!!,Constructive Criticism
8640,Will there be a part 2?,Question/Suggestion
8641,Great attempt but lacks clarity. friend,Constructive Criticism
8642,Follow me for followers! omg,Spam
8643,Follow me for followers! asap,Spam
8644,Click here for prizes! asap,Spam
8645,Good effort but needs improvement. thanks,Constructive Criticism
8646,Fantastic quality! haha,Praise
8647,Follow me for followers!,Spam
8648,This gave me chills. friend,Emotional
8649,Visuals are nice but transitions feel off. 😭,Constructive Criticism
8650,Great animation! 😂,Praise
8651,Can you upload a tutorial? lol,Question/Suggestion
8652,Great attempt but lacks clarity.,Constructive Criticism
8653,Good effort but needs improvement. haha,Constructive Criticism
8654,The audio could be better. dude,Constructive Criticism
8655,The audio could be better. lol,Constructive Criticism
8656,Can you upload a tutorial? 😂,Question/Suggestion
8657,This sucks. asap,Hate
8658,Keep going! haha,Support
8659,Will there be a part 2? asap,Question/Suggestion
8660,This is terrible. dude,Hate
8661,Awful content. friend,Hate
8662,This is terrible.!!,Hate
8663,What tool did you use? tbh,Question/Suggestion
8664,Stop or face consequences. bro,Threat
8665,Will there be a part 2? dude,Question/Suggestion
8666,Loved this!.,Praise
8667,Join my group now! haha,Spam
8668,Can you make more like this? ❤️,Question/Suggestion
8669,Check my page for giveaways! 😭,Spam
8670,Worst thing ever. thanks,Hate
8671,Keep going! bro,Support
8672,Good effort but needs improvement. friend,Constructive Criticism
8673,I’ll get your page banned. thanks,Threat
8674,Click here for prizes! tbh,Spam
8675,Fantastic quality! now,Praise
8676,Can you make more like this? ❤️,Question/Suggestion
8677,Proud of your progress! asap,Support
8678,This made me emotional. 😂,Emotional
8679,Will there be a part 2? please,Question/Suggestion
8680,Will there be a part 2? please,Question/Suggestion
8681,This sucks. bro,Hate
8682,This is terrible. 😭,Hate
8683,Fantastic quality! omg,Praise
8684,Can you upload a tutorial? dude,Question/Suggestion
8685,What tool did you use? friend,Question/Suggestion
8686,Stay strong! 😭,Support
8687,Amazing work! asap,Praise
8688,This touched my heart..,Emotional
8689,Will there be a part 2? friend,Question/Suggestion
8690,What tool did you use? dude,Question/Suggestion
8691,This touched my heart.!!,Emotional
8692,This sucks. ❤️,Hate
8693,Proud of your progress!.,Support
8694,DM for promotions. haha,Spam
8695,You have no talent. omg,Hate
8696,You have no talent. thanks,Hate
8697,Awful content. now,Hate
8698,Join my group now! 😂,Spam
8699,Worst thing ever. asap,Hate
8700,I can relate to this. now,Emotional
8701,This made me emotional. haha,Emotional
8702,I felt nostalgic watching this. asap,Emotional
8703,I will report this. 😭,Threat
8704,Loved this!.,Praise
8705,I felt nostalgic watching this..,Emotional
8706,Proud of your progress! 😂,Support
8707,I can relate to this.!!,Emotional
8708,Beautiful execution! dude,Praise
8709,This gave me chills.,Emotional
8710,You have no talent. lol,Hate
8711,I will report this. asap,Threat
8712,I will report this. asap,Threat
8713,Great animation! ❤️,Praise
8714,I will report this. ❤️,Threat
8715,Can you try a darker theme?!!,Question/Suggestion
8716,We believe in you! ❤️,Support
8717,What tool did you use?,Question/Suggestion
8718,The audio could be better. now,Constructive Criticism
8719,You can do it! 😭,Support
8720,This is a warning. dude,Threat
8721,This sucks. please,Hate
8722,Click here for prizes!.,Spam
8723,Nice idea but pacing feels slow. lol,Constructive Criticism
8724,I’ll get your page banned. thanks,Threat
8725,Proud of your progress! 😭,Support
8726,I’ll take action. haha,Threat
8727,This touched my heart..,Emotional
8728,I’ll take action. 😂,Threat
8729,I can relate to this. please,Emotional
8730,Fantastic quality! 😂,Praise
8731,Great animation! ❤️,Praise
8732,I’ll take action. lol,Threat
8733,Keep going! omg,Support
8734,I’ll take action. now,Threat
8735,You have no talent.,Hate
8736,DM for promotions. dude,Spam
8737,Keep going! thanks,Support
8738,Keep going!!!,Support
8739,We believe in you! ❤️,Support
8740,Good effort but needs improvement. lol,Constructive Criticism
8741,This sucks.,Hate
8742,The audio could be better. lol,Constructive Criticism
8743,Check my page for giveaways! tbh,Spam
8744,I will report this. please,Threat
8745,Visuals are nice but transitions feel off. omg,Constructive Criticism
8746,Can you upload a tutorial? dude,Question/Suggestion
8747,The audio could be better. dude,Constructive Criticism
8748,Join my group now! tbh,Spam
8749,Follow me for followers! bro,Spam
8750,I can relate to this. haha,Emotional
8751,Great animation! tbh,Praise
8752,This made me emotional.!!,Emotional
8753,Loved this! lol,Praise
8754,Can you make more like this? 😂,Question/Suggestion
8755,Great animation! now,Praise
8756,This looks stunning! 😂,Praise
8757,DM for promotions. asap,Spam
8758,Beautiful execution! tbh,Praise
8759,What tool did you use? omg,Question/Suggestion
8760,What tool did you use? haha,Question/Suggestion
8761,Amazing work!!!,Praise
8762,Keep going! lol,Support
8763,Amazing work! ❤️,Praise
8764,This touched my heart. dude,Emotional
8765,This touched my heart. thanks,Emotional
8766,Can you make more like this? thanks,Question/Suggestion
8767,I felt nostalgic watching this. ❤️,Emotional
8768,Keep going! haha,Support
8769,You’ve got this! haha,Support
8770,This made me emotional..,Emotional
8771,Keep going! ❤️,Support
8772,Proud of your progress! 😭,Support
8773,This gave me chills. please,Emotional
8774,Proud of your progress! dude,Support
8775,Awful content. please,Hate
8776,I’ll get your page banned.!!,Threat
8777,This gave me chills. lol,Emotional
8778,I’ll get your page banned.!!,Threat
8779,This gave me chills. tbh,Emotional
8780,I will report this. now,Threat
8781,Awful content.,Hate
8782,I can relate to this. friend,Emotional
8783,Follow me for followers! lol,Spam
8784,Can you upload a tutorial? bro,Question/Suggestion
8785,This sucks. dude,Hate
8786,Great animation!.,Praise
8787,Beautiful execution! bro,Praise
8788,I’ll take action. dude,Threat
8789,You have no talent.,Hate
8790,We believe in you! friend,Support
8791,Join my group now! omg,Spam
8792,Beautiful execution! now,Praise
8793,Awful content. friend,Hate
8794,Worst thing ever. asap,Hate
8795,Proud of your progress!.,Support
8796,Can you make more like this?!!,Question/Suggestion
8797,This looks stunning! asap,Praise
8798,What tool did you use? now,Question/Suggestion
8799,Visuals are nice but transitions feel off. friend,Constructive Criticism
8800,Stop or face consequences.,Threat
8801,Visuals are nice but transitions feel off. friend,Constructive Criticism
8802,Amazing work!,Praise
8803,Can you upload a tutorial? asap,Question/Suggestion
8804,This sucks. now,Hate
8805,This gave me chills. ❤️,Emotional
8806,I can relate to this. haha,Emotional
8807,This sucks. 😭,Hate
8808,Click here for prizes! 😂,Spam
8809,Will there be a part 2? dude,Question/Suggestion
8810,Join my group now! tbh,Spam
8811,Worst thing ever. friend,Hate
8812,The audio could be better. haha,Constructive Criticism
8813,We believe in you! asap,Support
8814,The audio could be better. thanks,Constructive Criticism
8815,I’ll take action. ❤️,Threat
8816,Can you upload a tutorial? omg,Question/Suggestion
8817,Stay strong! friend,Support
8818,I can relate to this.!!,Emotional
8819,The audio could be better. tbh,Constructive Criticism
8820,Great animation! omg,Praise
8821,Loved this! thanks,Praise
8822,This is a warning. 😭,Threat
8823,Keep going! ❤️,Support
8824,You’ve got this!.,Support
8825,Great attempt but lacks clarity. bro,Constructive Criticism
8826,Stay strong! omg,Support
8827,Fantastic quality! dude,Praise
8828,Stop or face consequences. please,Threat
8829,This looks stunning! please,Praise
8830,Great animation! omg,Praise
8831,I can relate to this. friend,Emotional
8832,I felt nostalgic watching this. lol,Emotional
8833,Keep going! 😂,Support
8834,This gave me chills. lol,Emotional
8835,Amazing work! lol,Praise
8836,DM for promotions. thanks,Spam
8837,The audio could be better. 😭,Constructive Criticism
8838,Join my group now! lol,Spam
8839,Great animation! bro,Praise
8840,Stop or face consequences. friend,Threat
8841,Awful content.!!,Hate
8842,This is a warning. thanks,Threat
8843,This made me emotional. tbh,Emotional
8844,I’ll get your page banned. asap,Threat
8845,Click here for prizes!,Spam
8846,This sucks.!!,Hate
8847,Follow me for followers! 😂,Spam
8848,Click here for prizes! thanks,Spam
8849,Will there be a part 2? haha,Question/Suggestion
8850,Nice idea but pacing feels slow. ❤️,Constructive Criticism
8851,I’ll take action. asap,Threat
8852,Stop or face consequences. now,Threat
8853,Beautiful execution! bro,Praise
8854,I will report this. omg,Threat
8855,What tool did you use? please,Question/Suggestion
8856,You have no talent.!!,Hate
8857,I will report this. dude,Threat
8858,This made me emotional. ❤️,Emotional
8859,Beautiful execution! friend,Praise
8860,Nice idea but pacing feels slow. now,Constructive Criticism
8861,We believe in you! thanks,Support
8862,Nice idea but pacing feels slow. please,Constructive Criticism
8863,You have no talent. 😂,Hate
8864,I can relate to this. tbh,Emotional
8865,This made me emotional. bro,Emotional
8866,Nice idea but pacing feels slow. ❤️,Constructive Criticism
8867,Good effort but needs improvement. friend,Constructive Criticism
8868,Beautiful execution! thanks,Praise
8869,This gave me chills. omg,Emotional
8870,Click here for prizes! 😭,Spam
8871,You have no talent. asap,Hate
8872,What tool did you use? friend,Question/Suggestion
